path	sha256	error
external-corpus/surface-search/jwharington__CalculiX/test/lin_stat_th_gradient.inp	4173e7741c4b990c6538613a33c795bb2af630fd484ba27a1c8a7b9ddeb1d05d	ValueError: external-corpus/surface-search/jwharington__CalculiX/test/lin_stat_th_gradient.inp:1292: part/assembly/instance namespaces are not supported
external-corpus/surface-search/jwharington__CalculiX/test/lin_stat_twisted_beam.inp	71f361c343116321336952a9089b3658aece368733c3d090ca55d3cd463fa88d	ValueError: external-corpus/surface-search/jwharington__CalculiX/test/lin_stat_twisted_beam.inp:25: part/assembly/instance namespaces are not supported
external-corpus/surface-search/ludcila__CHT-preCICE/examples/buoyantPimpleFoam-ccx-FRSR/Solid/solid.inp	1324ebd927d9d74461e1276b82a0d16c2dcec687a983bf9110f736af8f1ea56e	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/ludcila__CHT-preCICE/examples/buoyantPimpleFoam-ccx-FRSR/Solid/Solid/all.msh'
external-corpus/surface-search/rahul-e__CalculiX-Examples/Contact/Penalty/solve.inp	b11a1a9faa7a680e6082f408e6cbd95874ca4d4c8eb9861dab6b130329a8bd15	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/rahul-e__CalculiX-Examples/Contact/Penalty/all.msh'
external-corpus/surface-search/rahul-e__CalculiX-Examples/Linear/BiaxBending/Biegung.inp	be72b111c41090c362464694fca7a3095598baa416c1b09de8312bd73abf2bb7	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/rahul-e__CalculiX-Examples/Linear/BiaxBending/all.msh'
external-corpus/surface-search/rahul-e__CalculiX-Examples/Linear/L-Plate/solve.inp	d0408a4aaefe715863c5e67e9c1f49d2bd17e45d80551c5fbba43017d3bfd342	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/rahul-e__CalculiX-Examples/Linear/L-Plate/all.msh'
external-corpus/surface-search/rahul-e__CalculiX-Examples/Thermal/Thermal distortion/Tjoint.inp	acd608b76069edb8a74c9ec6afb5b77eeaea037e45e57aa2a9da42120c3bc1d8	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/rahul-e__CalculiX-Examples/Thermal/Thermal distortion/all.msh'
external-corpus/surface-search/thomas7428__Precice-Nozzle-Project-Generator/templates/calculix/nozzle.inp	24fd35b99fc1d431fd07acf9c8bd77b12cca7145ba349723d016f4f8badeb731	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/thomas7428__Precice-Nozzle-Project-Generator/templates/calculix/mesh.inp'
external-corpus/surface-search/virtualsatellite__VirtualSatellite4-Core/de.dlr.sc.virsat.model.extension.thermal.test/resources/static_main.inp	7ac7190bba7cd31bf7e56b5ad8c259b1c4d337c24c870cff1b04ed71663b9a1d	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/virtualsatellite__VirtualSatellite4-Core/de.dlr.sc.virsat.model.extension.thermal.test/resources/Component_c7430cd8_5bd2_49b6_bf7d_529cc8627b70.inp'
external-corpus/surface-search/virtualsatellite__VirtualSatellite4-Core/de.dlr.sc.virsat.model.extension.thermal.test/resources/transient_main.inp	996ef8bf6bdf5d29f8165d4590fd17154cc2ecb147d41dd0fbddde798abd7060	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/virtualsatellite__VirtualSatellite4-Core/de.dlr.sc.virsat.model.extension.thermal.test/resources/Component_c7430cd8_5bd2_49b6_bf7d_529cc8627b70.inp'
